Temporada,ID_Jogo,Rodada,Data_Hora,Mandante,Visitante,Gols_Mandante,Gols_Visitante,Estadio_Local,Publico,Odd_Mandante,Odd_Empate,Odd_Visitante,xG_Mandante,xG_Visitante,Posse_Mandante,Posse_Visitante,Finalizacoes_Mandante,Finalizacoes_Visitante,No_Alvo_Mandante,No_Alvo_Visitante,Defesas_Goleiro_Mandante,Defesas_Goleiro_Visitante,Chances_Claras_Mandante,Chances_Claras_Visitante,Escanteios_Mandante,Escanteios_Visitante,Passes_Mandante,Passes_Visitante,Amarelos_Mandante,Amarelos_Visitante,Vermelhos_Mandante,Vermelhos_Visitante,Trave_Mandante,Trave_Visitante,Faltas_Mandante,Faltas_Visitante,Temperatura_C,Umidade_Relativa_%,Velocidade_Vento_kmh
2023,IeFCdZpf,14,09.07.2023 11:00,Santos,Goiás,4,3,Vila Belmiro (Santos),,1.91,3.40,4.33,2.4,2.11,38%,62%,14,11,7,4,1,3,0,0,8,13,71%(214/301),87%(499/574),6,2,1,1,0,0,16,18,20.7,88.0,6.1
2023,4hB8cFVm,14,08.07.2023 21:00,Palmeiras,Flamengo,1,1,Allianz Parque (São Paulo),40 229,1.80,3.80,4.20,1.01,0.94,42%,58%,13,10,3,4,3,2,0,0,4,7,83%(338/407),87%(471/541),2,3,0,0,0,0,13,16,19.0,62.0,6.1
2023,vB3LfDF6,14,08.07.2023 18:30,Atlético-MG,Corinthians,0,1,Mineirão (Belo Horizonte),21 086,1.75,3.30,5.50,1.54,0.75,55%,45%,25,8,6,2,1,6,0,0,10,2,84%(475/565),81%(322/398),3,2,0,0,0,0,15,7,19.6,43.0,7.6
2023,QR1ThipJ,14,08.07.2023 18:30,Coritiba,América-MG,3,1,Estádio Couto Pereira (Curitiba),24 653,2.05,3.40,3.50,1.58,0.93,44%,56%,13,16,7,3,2,4,0,0,7,8,71%(222/312),80%(348/435),5,3,0,0,0,0,16,19,16.5,83.0,20.9
2023,v98u08in,14,08.07.2023 16:00,Cuiabá,Bahia,1,1,Arena Pantanal (Cuiabá),9 303,1.75,3.60,5.00,1.47,0.32,43%,57%,8,6,6,3,2,5,0,0,5,5,80%(296/370),85%(425/500),2,3,0,0,0,0,12,11,32.2,31.0,8.1
2023,AVB4beGs,14,08.07.2023 16:00,Vasco,Cruzeiro,0,1,São Januário (Rio de Janeiro),,2.90,3.20,2.50,1.24,0.48,54%,46%,9,7,1,5,4,1,0,0,4,6,82%(401/489),76%(274/360),2,3,0,0,0,0,7,18,29.6,28.0,10.2
2023,QPWMCoyh,15,25.09.2023 20:00,América-MG,Vasco,0,1,Mineirão (Belo Horizonte),6 328,2.75,3.30,2.55,1.46,0.6,39%,61%,17,15,8,3,2,8,0,0,3,8,77%(235/305),84%(511/608),2,2,2,0,0,0,16,15,28.3,36.0,7.7
2023,8l0ddQjB,15,18.09.2023 21:00,Corinthians,Grêmio,4,4,Neo Química Arena (São Paulo),35 796,2.45,3.20,3.00,2.28,0.88,54%,46%,18,16,8,7,3,4,0,0,6,4,87%(456/524),85%(392/461),1,1,0,0,0,0,17,9,23.1,70.0,5.1
2023,2Ba0ep6H,15,17.07.2023 20:00,Goiás,Atlético-MG,0,0,Estádio da Serrinha (Goiânia),9 806,4.20,3.50,1.95,1.79,0.26,42%,58%,15,7,3,1,1,3,0,0,6,4,79%(257/325),84%(451/537),5,4,0,1,0,0,16,14,26.2,37.0,6.1
2023,bJvykrqo,15,16.07.2023 18:30,Athletico-PR,Bahia,2,0,Ligga Arena (Curitiba),16 142,1.57,4.20,5.25,0.0,0.0,52%,48%,15,8,7,6,6,5,0,0,5,3,86%(439/512),83%(395/476),2,1,0,0,0,0,14,9,14.3,77.0,8.2
2023,dAh9gOzU,15,16.07.2023 18:30,Internacional,Palmeiras,0,0,Estádio José Pinheiro Borda (Porto Alegre),43 686,2.80,3.10,2.70,0.0,0.0,50%,50%,9,15,4,5,5,4,0,0,4,7,83%(340/410),84%(365/434),1,3,0,0,0,0,18,13,11.1,85.0,10.1
2023,YV7qaS6h,15,16.07.2023 16:00,Fluminense,Flamengo,0,0,Maracanã (Rio de Janeiro),57 258,2.70,3.25,2.60,0.87,0.35,52%,48%,15,8,8,3,3,8,0,0,8,1,84%(396/471),85%(306/360),7,5,0,1,0,0,25,20,22.7,68.0,10.1
2023,nZXIDRLo,15,16.07.2023 16:00,Fortaleza,Cuiabá,0,1,Castelão (Fortaleza),41 646,1.75,3.60,4.50,0.83,0.67,63%,37%,20,8,6,1,0,6,0,0,10,0,84%(435/518),75%(162/216),5,4,0,0,0,0,17,17,28.4,66.0,19.6
2023,Uc1hc6y5,15,16.07.2023 16:00,São Paulo,Santos,4,1,Estádio do MorumBIS (São Paulo),58 127,1.62,3.75,6.50,3.91,0.41,59%,41%,23,8,7,3,2,3,0,0,4,3,88%(421/478),73%(201/275),3,5,0,0,0,0,20,15,23.0,37.0,10.8
2023,Eo34f4LN,15,16.07.2023 11:00,Cruzeiro,Coritiba,0,0,Mineirão (Belo Horizonte),20 077,1.62,3.75,5.50,0.81,0.99,53%,47%,11,15,2,6,6,2,0,0,11,8,81%(359/445),77%(264/344),1,4,0,0,0,0,14,11,21.4,59.0,13.5
2023,CM6mbnMb,15,15.07.2023 21:00,Botafogo,Red Bull Bragantino,2,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),33 635,2.10,3.40,3.60,0.96,1.04,43%,57%,9,16,3,8,8,1,0,0,4,11,72%(225/313),80%(446/558),1,1,0,0,0,0,15,11,18.8,72.0,9.9
2023,W0pA1LSj,16,24.07.2023 19:00,Coritiba,Fluminense,2,0,Estádio Couto Pereira (Curitiba),32 872,3.50,3.10,2.20,1.83,1.11,32%,68%,8,15,5,4,4,3,0,0,7,11,72%(176/244),88%(581/660),2,1,0,0,0,0,16,6,16.7,78.0,9.0
2023,MiQVAP54,16,23.07.2023 18:30,Vasco,Athletico-PR,0,2,São Januário (Rio de Janeiro),,2.75,3.20,2.75,1.26,1.46,54%,46%,16,10,2,2,1,2,0,0,8,2,84%(402/479),82%(288/351),2,3,0,1,0,0,18,21,21.2,89.0,5.2
2023,0Igv7s5T,16,23.07.2023 16:00,Cruzeiro,Goiás,0,1,Mineirão (Belo Horizonte),18 254,1.53,4.00,7.00,0.96,0.28,60%,40%,14,6,1,2,1,1,0,0,13,1,83%(499/601),76%(221/291),4,5,0,0,0,0,8,22,22.3,55.0,13.4
2023,MRfz8NkN,16,23.07.2023 16:00,Red Bull Bragantino,Internacional,0,0,Estádio Nabi Abi Chedid (Bragança Paulista),6 446,1.73,3.75,5.00,1.01,0.83,53%,47%,17,10,4,4,4,4,0,0,13,4,75%(326/435),78%(285/366),3,2,0,0,0,0,15,14,23.8,37.0,2.4
2023,f5Ow93zH,16,23.07.2023 16:00,Santos,Botafogo,2,2,Vila Belmiro (Santos),,2.80,2.90,2.75,0.76,0.81,42%,58%,6,18,2,7,5,0,0,0,2,8,74%(215/290),84%(447/533),3,3,0,0,0,0,23,20,22.7,68.0,3.4
2023,Ict621Dp,16,22.07.2023 21:00,Grêmio,Atlético-MG,1,0,Arena do Grêmio (Porto Alegre),37 085,2.45,3.25,3.00,0.71,0.87,38%,62%,6,15,2,4,4,1,0,0,3,8,74%(260/352),85%(513/603),3,4,0,0,0,0,7,17,19.5,66.0,11.2
2023,Y5OhQ45i,16,22.07.2023 18:30,Bahia,Corinthians,0,0,Casa de Apostas Arena Fonte Nova (Salvador),43 716,2.20,3.20,3.75,1.33,0.12,56%,44%,16,5,5,1,1,5,0,0,11,5,84%(424/505),77%(287/373),3,2,0,0,0,0,13,20,24.2,72.0,16.9
2023,CdNdPOKc,16,22.07.2023 18:30,Cuiabá,São Paulo,2,1,Arena Pantanal (Cuiabá),34 072,2.75,3.10,2.70,2.35,0.33,30%,70%,12,9,6,3,2,4,0,0,2,4,76%(171/225),89%(498/560),2,5,0,0,0,0,9,15,28.0,34.0,9.2
2023,8lMRB5jb,16,22.07.2023 16:00,Flamengo,América-MG,1,1,Maracanã (Rio de Janeiro),60 402,1.33,5.00,8.50,0.0,0.0,62%,38%,14,16,6,4,3,5,0,0,12,7,85%(521/613),76%(248/326),2,4,0,0,0,0,8,13,22.7,76.0,19.1
2023,GEPZ9qLA,16,22.07.2023 16:00,Palmeiras,Fortaleza,3,1,Allianz Parque (São Paulo),39 699,1.55,4.00,6.50,0.0,0.0,57%,43%,13,12,5,6,5,2,0,0,4,4,85%(375/441),71%(189/266),3,6,0,0,0,0,16,28,22.0,46.0,7.9
2023,8rJHK0ZS,17,30.07.2023 18:30,Goiás,Grêmio,1,1,Estádio da Serrinha (Goiânia),12 311,2.70,3.20,2.75,0.8,0.29,45%,55%,14,8,2,2,1,1,0,0,6,5,83%(327/394),85%(455/535),4,2,0,0,0,0,20,11,27.7,27.0,9.3
2023,YPjvx243,17,30.07.2023 16:00,América-MG,Palmeiras,1,4,Mineirão (Belo Horizonte),5 928,3.40,3.50,2.10,1.29,0.84,48%,52%,13,13,7,7,3,6,0,0,5,4,81%(331/409),81%(364/449),2,1,0,0,0,0,13,12,21.2,59.0,13.0
2023,KMQ4N2kA,17,30.07.2023 16:00,Botafogo,Coritiba,4,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),43 071,1.65,3.50,5.50,1.02,1.17,53%,47%,14,9,7,5,4,3,0,0,7,3,87%(462/531),86%(367/427),1,3,0,0,0,0,14,12,20.0,76.0,14.0
2023,2oG9MM4G,17,30.07.2023 11:00,São Paulo,Bahia,0,0,Estádio do MorumBIS (São Paulo),56 078,1.65,3.50,6.00,1.82,0.57,60%,40%,15,11,10,2,2,10,0,0,10,5,0,0,0,4,0,0,0,0,13,14,16.5,72.0,14.7
2023,Ai5qGKsp,17,29.07.2023 21:00,Atlético-MG,Flamengo,1,2,Mineirão (Belo Horizonte),22 441,2.20,3.25,3.50,0.91,1.89,41%,59%,21,6,6,5,3,5,0,0,7,2,81%(310/383),89%(502/564),3,5,0,0,0,0,21,14,18.0,75.0,12.5
2023,ELJDLtKM,17,29.07.2023 18:30,Corinthians,Vasco,3,1,Neo Química Arena (São Paulo),,2.05,3.10,4.00,1.15,1.45,54%,46%,13,22,7,5,4,4,0,0,0,6,90%(584/649),88%(456/518),2,0,0,0,0,0,12,11,13.6,85.0,17.7
2023,KMnzwrkc,17,29.07.2023 18:30,Fortaleza,Red Bull Bragantino,0,3,Castelão (Fortaleza),26 124,2.15,3.25,3.40,0.9,2.57,49%,51%,11,21,2,11,8,2,0,0,2,9,79%(288/364),79%(344/436),2,3,0,0,0,0,16,24,26.4,77.0,15.7
2023,6JbhEbCd,17,29.07.2023 16:00,Athletico-PR,Cruzeiro,3,3,Ligga Arena (Curitiba),22 730,1.83,3.40,4.75,3.33,2.03,49%,51%,13,10,6,5,2,3,0,0,7,5,81%(318/393),78%(292/374),1,4,0,0,0,0,15,22,10.6,94.0,11.5
2023,tWR0Orz4,17,29.07.2023 16:00,Fluminense,Santos,1,0,Maracanã (Rio de Janeiro),34 211,1.55,4.00,6.50,1.85,0.17,65%,35%,14,4,8,0,0,7,0,0,6,2,88%(517/588),79%(185/234),6,6,0,0,0,0,18,19,20.7,72.0,13.3
2023,SSalFvcj,17,29.07.2023 16:00,Internacional,Cuiabá,1,2,Estádio José Pinheiro Borda (Porto Alegre),32 020,1.75,3.60,4.75,1.16,0.87,67%,33%,15,11,4,5,3,3,0,0,7,5,89%(651/732),75%(256/342),5,2,1,0,0,0,14,11,16.4,56.0,9.9
2023,jVnKYmF8,18,06.08.2023 20:00,Cuiabá,Flamengo,3,0,Arena Pantanal (Cuiabá),33 091,2.88,3.10,2.60,2.15,0.76,42%,58%,16,9,7,4,4,4,0,0,10,6,80%(264/330),88%(474/539),2,0,0,0,0,0,9,9,31.0,29.0,8.2
2023,CvlGZTa2,18,06.08.2023 18:30,Bahia,América-MG,3,1,Casa de Apostas Arena Fonte Nova (Salvador),34 313,1.91,3.60,4.00,1.49,0.62,61%,39%,23,6,7,5,4,4,0,0,7,2,85%(417/491),72%(187/260),4,5,0,1,0,0,20,19,23.9,78.0,18.8
2023,YgIZQyd2,18,06.08.2023 18:30,Coritiba,Red Bull Bragantino,0,1,Estádio Couto Pereira (Curitiba),34 010,3.30,3.30,2.20,0.4,1.07,50%,50%,9,12,1,2,1,1,0,0,3,4,77%(300/389),73%(261/357),3,5,0,0,0,0,21,22,18.6,77.0,9.4
2023,0tKRScRk,18,06.08.2023 18:30,Cruzeiro,Botafogo,0,0,Mineirão (Belo Horizonte),44 759,2.25,3.20,3.30,1.06,0.07,59%,41%,11,2,4,1,1,4,0,0,8,1,85%(515/606),75%(203/270),1,2,0,0,0,0,16,7,21.1,47.0,13.0
2023,25viZalM,18,06.08.2023 16:00,São Paulo,Atlético-MG,0,2,Estádio do MorumBIS (São Paulo),53 460,1.91,3.30,4.50,0.94,2.06,62%,38%,16,8,2,2,0,2,0,0,8,3,88%(546/620),76%(220/290),6,5,0,0,0,0,15,17,28.9,23.0,10.1
2023,fuumztZF,18,06.08.2023 16:00,Vasco,Grêmio,1,0,São Januário (Rio de Janeiro),,2.60,3.20,2.75,1.6,1.34,51%,49%,10,11,4,4,4,3,0,0,5,7,84%(408/486),79%(340/430),1,1,0,0,0,0,19,17,24.6,70.0,11.8
2023,GltqyMJ9,18,05.08.2023 21:00,Fluminense,Palmeiras,2,1,Maracanã (Rio de Janeiro),77 973,2.15,3.30,3.50,2.49,0.91,49%,51%,10,16,5,5,4,3,0,0,0,8,85%(364/428),77%(294/382),6,2,1,0,0,0,18,21,20.3,95.0,6.4
2023,nwGNTwCq,18,05.08.2023 18:30,Goiás,Fortaleza,1,0,Estádio da Serrinha (Goiânia),8 384,2.70,3.00,2.80,0.93,0.71,38%,62%,10,10,4,4,4,3,0,0,5,2,78%(276/354),88%(521/592),1,3,0,0,0,0,15,10,28.5,23.0,8.1
2023,f3JVRHtd,18,05.08.2023 18:30,Internacional,Corinthians,2,2,Estádio José Pinheiro Borda (Porto Alegre),22 509,2.25,2.90,3.75,1.54,1.03,55%,45%,14,9,4,3,1,2,0,0,1,4,86%(494/574),86%(401/466),5,3,1,0,0,0,17,7,18.6,88.0,8.2
2023,tdweYJ3S,18,05.08.2023 16:00,Santos,Athletico-PR,1,1,Vila Belmiro (Santos),,2.30,3.00,3.50,0.0,0.0,60%,40%,6,3,2,2,1,1,0,0,3,3,86%(514/598),81%(256/316),3,2,0,0,0,0,19,26,23.5,77.0,4.9
2023,6JEGAyTI,19,15.08.2023 20:00,Athletico-PR,Cuiabá,2,0,Ligga Arena (Curitiba),18 444,1.83,3.40,4.75,0.82,1.12,55%,45%,12,12,6,1,1,4,0,0,5,3,84%(363/432),82%(270/329),5,3,0,0,0,0,22,12,13.6,99.0,11.3
2023,W0M3Dwq0,19,14.08.2023 21:00,Red Bull Bragantino,Vasco,1,1,Estádio Nabi Abi Chedid (Bragança Paulista),5 553,1.60,3.75,6.00,1.49,1.39,60%,40%,22,8,7,4,3,6,0,0,7,6,83%(413/498),70%(187/267),3,5,0,0,0,0,11,17,16.3,91.0,14.7
2023,OzJeFaEm,19,14.08.2023 19:00,Palmeiras,Cruzeiro,1,0,Allianz Parque (São Paulo),38 555,1.57,4.00,6.00,1.15,0.63,54%,46%,11,11,4,4,4,3,0,0,3,5,81%(376/464),81%(319/395),2,3,0,0,0,0,13,26,15.1,97.0,13.3
2023,phnOX7UE,19,13.08.2023 18:30,Flamengo,São Paulo,1,1,Maracanã (Rio de Janeiro),58 902,1.80,3.75,4.50,1.49,0.83,47%,53%,17,7,4,1,0,3,0,0,8,2,88%(519/590),87%(430/494),2,6,0,0,0,0,13,14,20.7,92.0,13.3
2023,KM2bZK5J,19,13.08.2023 18:30,Fortaleza,Santos,4,0,Castelão (Fortaleza),31 567,1.53,3.80,7.50,2.87,0.53,53%,47%,25,8,10,3,3,6,0,0,10,6,81%(323/399),78%(240/308),2,1,0,0,0,0,19,20,26.3,80.0,13.7
2023,bD12YvLP,19,13.08.2023 16:00,América-MG,Goiás,0,1,Mineirão (Belo Horizonte),2 888,1.95,3.50,3.80,0.78,0.28,65%,35%,14,9,2,3,2,2,0,0,7,3,87%(586/674),77%(237/308),0,1,1,0,0,0,12,12,25.9,40.0,14.9
2023,2RHaEJTg,19,13.08.2023 16:00,Corinthians,Coritiba,3,1,Neo Química Arena (São Paulo),42 171,1.70,3.60,5.25,2.52,0.92,58%,42%,15,11,9,4,3,6,0,0,4,2,88%(501/569),81%(355/438),2,2,0,0,0,0,17,13,15.6,84.0,20.5
2023,hGACBHDC,19,13.08.2023 16:00,Grêmio,Fluminense,2,1,Arena do Grêmio (Porto Alegre),36 695,2.25,3.30,3.25,1.17,0.85,34%,66%,11,18,5,7,6,3,0,0,3,8,77%(238/309),89%(649/729),3,4,0,0,0,0,11,7,13.6,41.0,1.5
2023,AiL7Ccb6,19,13.08.2023 11:00,Atlético-MG,Bahia,1,0,Mineirão (Belo Horizonte),29 847,1.60,3.75,6.50,0.97,0.79,43%,57%,10,13,4,5,5,3,0,0,2,9,82%(243/296),83%(419/505),2,1,0,1,0,0,15,12,24.2,50.0,15.0
2023,tCTjGuas,19,12.08.2023 21:00,Botafogo,Internacional,3,1,Estádio Olímpico Nilton Santos (Rio de Janeiro),39 598,2.30,3.10,3.30,2.38,1.21,53%,47%,16,9,10,4,3,7,0,0,7,3,82%(418/510),82%(390/475),3,3,0,0,0,0,15,10,22.1,88.0,6.4
2023,WMcvQGS5,20,21.08.2023 20:00,Goiás,Athletico-PR,1,1,Estádio da Serrinha (Goiânia),6 098,2.75,3.10,2.63,0.93,0.99,47%,53%,13,13,3,5,4,2,0,0,4,7,77%(283/368),83%(355/428),2,4,0,0,0,0,15,16,25.7,41.0,3.5
2023,KrvZobkP,20,20.08.2023 16:00,Bahia,Red Bull Bragantino,4,0,Casa de Apostas Arena Fonte Nova (Salvador),37 667,2.38,3.30,3.10,1.63,0.62,50%,50%,12,11,5,7,7,1,0,0,4,7,73%(264/362),78%(280/359),2,5,0,0,0,0,11,18,26.0,79.0,17.3
2023,Iw0jNECO,20,20.08.2023 16:00,Coritiba,Flamengo,2,3,Estádio Couto Pereira (Curitiba),29 527,3.80,3.50,2.00,2.34,1.98,43%,57%,15,16,4,5,2,2,0,0,4,5,76%(248/326),87%(433/498),3,3,0,0,0,0,9,8,20.0,70.0,16.6
2023,lb8ZQdDa,20,20.08.2023 16:00,Santos,Grêmio,2,1,Vila Belmiro (Santos),12 933,2.50,3.25,2.80,1.93,0.42,56%,44%,19,9,6,4,3,4,0,0,9,4,82%(351/428),80%(256/320),6,6,0,1,0,0,16,21,21.9,84.0,3.3
2023,tY4RSIrm,20,20.08.2023 11:00,Vasco,Atlético-MG,1,0,São Januário (Rio de Janeiro),49 345,2.55,3.20,2.80,1.9,0.55,43%,57%,16,10,3,5,5,2,0,0,3,7,80%(282/353),85%(434/510),6,3,0,0,0,0,20,14,24.2,70.0,5.1
2023,ADdrPzrC,20,19.08.2023 21:00,Cruzeiro,Corinthians,1,1,Mineirão (Belo Horizonte),33 198,1.80,3.60,4.75,1.92,0.65,43%,57%,18,5,7,2,1,6,0,0,10,3,84%(344/409),85%(448/527),3,3,0,0,0,0,17,13,22.4,48.0,8.2
2023,fyV0sIct,20,19.08.2023 18:30,Cuiabá,Palmeiras,0,2,Arena Pantanal (Cuiabá),16 827,3.30,3.20,2.30,0.0,0.0,50%,50%,13,17,2,5,3,2,0,0,9,2,78%(337/432),84%(323/384),2,6,0,0,0,0,17,18,27.5,50.0,7.6
2023,2s6NTbTt,20,19.08.2023 18:30,Fluminense,América-MG,3,1,Maracanã (Rio de Janeiro),33 053,1.44,4.33,8.00,0.0,0.0,68%,32%,17,13,6,3,2,3,0,0,7,1,87%(612/703),77%(201/261),1,1,0,0,0,0,7,11,22.8,84.0,18.3
2023,vm1nOfcI,20,19.08.2023 16:00,Internacional,Fortaleza,0,1,Estádio José Pinheiro Borda (Porto Alegre),21 645,2.30,3.10,3.20,0.8,1.19,69%,31%,17,7,4,3,2,4,0,0,10,7,86%(607/706),63%(146/231),4,5,0,0,0,0,12,12,17.5,44.0,17.4
2023,ze4VRxbg,20,19.08.2023 16:00,São Paulo,Botafogo,0,0,Estádio do MorumBIS (São Paulo),51 946,1.91,3.60,4.20,0.65,0.62,60%,40%,12,10,4,1,1,4,0,0,5,2,85%(498/586),77%(261/339),3,2,0,0,0,0,12,9,23.6,44.0,24.9
2023,E5FUzYtO,21,27.08.2023 19:00,Grêmio,Cruzeiro,3,0,Arena do Grêmio (Porto Alegre),23 099,2.00,3.40,4.00,1.44,0.81,42%,58%,8,6,4,1,1,1,0,0,6,5,79%(245/310),81%(385/475),4,3,0,0,0,0,12,19,8.2,79.0,9.4
2023,hdEYZidU,21,27.08.2023 18:30,Athletico-PR,Fluminense,2,2,Ligga Arena (Curitiba),22 377,1.75,3.50,4.75,0.93,2.96,35%,65%,10,21,4,8,6,2,0,0,2,8,69%(165/239),88%(523/594),3,3,1,0,0,0,9,15,9.3,91.0,18.4
2023,UV4weySu,21,27.08.2023 18:30,Fortaleza,Coritiba,3,1,Castelão (Fortaleza),12 255,1.50,4.00,7.50,2.31,0.95,53%,47%,12,9,7,2,1,4,0,0,2,3,83%(377/454),81%(290/358),3,6,0,0,0,0,21,21,26.5,81.0,11.7
2023,pQNDvGsa,21,27.08.2023 18:30,Palmeiras,Vasco,1,0,Allianz Parque (São Paulo),40 292,1.36,5.00,9.00,0.85,0.14,55%,45%,15,4,7,2,2,6,0,0,9,2,87%(476/547),84%(382/453),2,2,0,0,0,0,20,14,11.4,91.0,16.0
2023,8M3sfesn,21,27.08.2023 16:00,América-MG,São Paulo,2,1,Mineirão (Belo Horizonte),3 936,2.70,3.20,2.75,1.32,1.37,28%,72%,9,13,4,5,4,2,0,0,4,6,68%(150/221),86%(562/653),5,1,1,1,0,0,20,9,19.6,70.0,18.8
2023,WtQPyERH,21,27.08.2023 16:00,Atlético-MG,Santos,2,0,Arena MRV (Belo Horizonte),24 574,1.55,3.60,7.50,1.02,0.54,54%,46%,15,13,7,0,0,5,0,0,5,2,89%(455/511),87%(340/391),5,2,0,0,0,0,22,12,19.6,70.0,18.8
2023,SlT8udSh,21,27.08.2023 16:00,Botafogo,Bahia,3,0,Estádio Olímpico Nilton Santos (Rio de Janeiro),35 556,1.85,3.60,4.20,0.48,0.64,44%,56%,10,17,5,6,6,2,0,0,4,7,80%(299/374),83%(406/489),2,3,0,0,0,0,14,10,17.8,86.0,11.5
2023,IwMLxfCB,21,27.08.2023 11:00,Red Bull Bragantino,Cuiabá,2,0,Estádio Nabi Abi Chedid (Bragança Paulista),3 632,1.62,3.60,6.00,1.2,0.49,58%,42%,10,6,4,3,3,2,0,0,10,2,80%(440/550),65%(187/288),4,3,0,0,0,0,21,14,13.8,77.0,22.6
2023,OGMHwzc5,21,26.08.2023 21:00,Corinthians,Goiás,1,1,Neo Química Arena (São Paulo),37 081,1.95,3.25,4.20,1.0,1.79,60%,40%,18,16,7,4,3,6,0,0,7,6,88%(583/662),80%(303/379),3,1,0,0,0,0,15,15,11.6,92.0,19.6
2023,lbU4txDn,21,26.08.2023 18:30,Flamengo,Internacional,0,0,Maracanã (Rio de Janeiro),55 461,1.45,4.33,7.00,0.45,0.22,56%,44%,9,4,5,1,1,5,0,0,6,3,85%(454/534),81%(313/386),2,4,0,0,0,0,13,20,18.2,90.0,9.1
2023,bBdfigR4,22,27.09.2023 19:00,São Paulo,Coritiba,2,1,Estádio do MorumBIS (São Paulo),31 720,1.45,4.50,6.50,1.32,0.74,62%,38%,17,7,8,2,1,6,0,0,4,3,87%(524/602),77%(259/337),2,3,0,0,0,0,12,12,21.1,91.0,16.4
2023,ruIP6YQi,22,03.09.2023 18:30,América-MG,Santos,2,0,Mineirão (Belo Horizonte),2 614,2.15,3.25,3.60,1.27,0.87,40%,60%,12,10,7,2,2,5,0,0,3,5,78%(293/375),86%(531/618),1,4,0,1,0,0,14,16,22.6,81.0,7.1
2023,4lJL7EBo,22,03.09.2023 18:30,Bahia,Vasco,1,1,Casa de Apostas Arena Fonte Nova (Salvador),45 789,2.05,3.30,3.75,1.66,1.22,50%,50%,10,5,3,1,0,2,0,0,6,0,81%(371/458),79%(343/434),2,3,0,1,0,0,20,17,24.8,84.0,16.9
2023,YTl7liBN,22,03.09.2023 18:30,Cruzeiro,Red Bull Bragantino,0,0,Mineirão (Belo Horizonte),29 417,2.45,3.20,3.10,1.13,1.18,50%,50%,14,12,4,5,5,4,0,0,8,5,72%(269/373),75%(248/331),1,5,0,0,0,0,16,15,22.6,81.0,7.1
2023,x2ebjDtB,22,03.09.2023 16:00,Corinthians,Palmeiras,0,0,Neo Química Arena (São Paulo),43 997,4.75,3.20,1.91,0.57,0.59,45%,55%,6,18,2,4,4,2,0,0,2,11,87%(348/400),85%(439/516),1,4,1,1,0,0,13,17,28.9,52.0,9.7
2023,jogngFdh,22,03.09.2023 16:00,Fluminense,Fortaleza,1,0,Raulino de Oliveira (Rio de Janeiro),8 823,1.91,3.40,4.33,0.6,0.7,61%,39%,13,19,5,5,5,4,0,0,5,7,87%(483/555),76%(247/325),4,3,0,0,0,0,13,16,27.9,73.0,16.9
2023,SjlBmBQT,22,03.09.2023 11:00,Grêmio,Cuiabá,2,0,Arena do Grêmio (Porto Alegre),37 304,1.65,3.60,5.50,0.72,1.11,43%,57%,10,16,5,3,3,3,0,0,2,9,84%(351/418),87%(482/554),2,1,0,0,0,0,18,16,18.4,93.0,2.9
2023,4lcjhZBb,22,02.09.2023 21:00,Botafogo,Flamengo,1,2,Estádio Olímpico Nilton Santos (Rio de Janeiro),38 346,2.50,3.20,3.00,1.05,0.85,44%,56%,17,12,7,4,2,6,0,0,12,6,81%(373/461),86%(428/498),2,3,0,0,0,0,14,8,23.8,75.0,12.5
2023,2quwqVYp,22,02.09.2023 16:00,Athletico-PR,Atlético-MG,1,1,Ligga Arena (Curitiba),17 125,2.30,3.00,3.50,1.45,0.3,52%,48%,22,9,7,7,6,6,0,0,12,7,84%(386/459),80%(325/406),3,3,1,0,0,0,13,13,18.1,87.0,12.7
2023,fwj3kXeH,22,02.09.2023 16:00,Goiás,Internacional,0,0,Estádio da Serrinha (Goiânia),8 540,2.80,3.00,2.80,0.98,1.02,39%,61%,9,11,2,2,2,2,0,0,5,5,75%(256/342),88%(524/596),3,3,2,1,0,0,15,13,28.8,52.0,15.5
2023,IJyEprAk,23,16.09.2023 21:00,Atlético-MG,Botafogo,1,0,Arena MRV (Belo Horizonte),26 302,2.25,3.25,3.40,1.62,0.14,46%,54%,12,6,5,0,0,4,0,0,5,3,84%(313/373),87%(461/530),2,1,0,0,0,0,15,12,21.0,72.0,16.6
2023,j5LX4Ce4,23,16.09.2023 16:00,Vasco,Fluminense,4,2,Estádio Olímpico Nilton Santos (Rio de Janeiro),33 818,3.40,3.20,2.30,1.61,2.29,37%,63%,8,19,4,8,6,0,0,0,4,11,80%(205/256),88%(559/635),4,1,0,0,0,0,12,7,23.5,75.0,21.9
2023,YTAx4WAA,23,15.09.2023 21:30,Palmeiras,Goiás,1,0,Allianz Parque (São Paulo),38 146,1.29,5.25,9.00,1.2,0.48,59%,41%,17,6,6,2,2,5,0,0,6,3,81%(492/606),73%(230/316),3,3,0,1,0,0,12,19,13.6,92.0,18.1
2023,4Sq16PW8,23,15.09.2023 20:00,Cuiabá,América-MG,2,2,Arena Pantanal (Cuiabá),7 421,1.85,3.50,4.20,1.38,0.34,56%,44%,20,8,9,3,1,7,0,0,9,1,85%(482/565),72%(234/327),1,4,0,1,0,0,11,17,25.5,71.0,7.0
